,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
347,"{'lon': -60.28, 'lat': -38.38}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 61.86, 'feels_like': 60.15, 'temp_min': 61.86, 'temp_max': 61.86, 'pressure': 1001, 'humidity': 90, 'sea_level': 1001, 'grnd_level': 990}",,"{'speed': 8.14, 'deg': 271}",{'all': 100},1578282007,"{'country': 'AR', 'sunrise': 1578300295, 'sunset': 1578353291}",-10800,3833859,Tres Arroyos,200,{'3h': 0.5},
348,"{'lon': 127.67, 'lat': 52}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': -5.22, 'feels_like': -13.31, 'temp_min': -5.22, 'temp_max': -5.22, 'pressure': 1036, 'humidity': 92, 'sea_level': 1036, 'grnd_level': 995}",,"{'speed': 2.71, 'deg': 96}",{'all': 100},1578282007,"{'country': 'RU', 'sunrise': 1578267387, 'sunset': 1578295956}",32400,2016701,Shimanovsk,200,,
349,"{'lon': 109.19, 'lat': 12.24}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 75.2, 'feels_like': 81.14, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1017, 'humidity': 100}",4000.0,"{'speed': 8.05, 'deg': 330}",{'all': 75},1578282007,"{'type': 1, 'id': 9304, 'country': 'VN', 'sunrise': 1578265530, 'sunset': 1578306687}",25200,1572151,Nha Trang,200,,
350,"{'lon': -0.24, 'lat': 11.06}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 66.29, 'feels_like': 57.94, 'temp_min': 66.29, 'temp_max': 66.29, 'pressure': 1011, 'humidity': 28, 'sea_level': 1011, 'grnd_level': 981}",,"{'speed': 8.55, 'deg': 39}",{'all': 27},1578282007,"{'country': 'GH', 'sunrise': 1578291677, 'sunset': 1578333082}",0,2303287,Bawku,200,,
351,"{'lon': -79.77, 'lat': 34.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 39.83, 'feels_like': 33.01, 'temp_min': 35.01, 'temp_max': 44.01, 'pressure': 1022, 'humidity': 86}",16093.0,"{'speed': 6.89, 'deg': 240}",{'all': 1},1578282008,"{'type': 1, 'id': 4833, 'country': 'US', 'sunrise': 1578227128, 'sunset': 1578262964}",-18000,4578737,Florence,200,,
352,"{'lon': 15.4, 'lat': 67.1}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 38.32, 'feels_like': 24.17, 'temp_min': 35.01, 'temp_max': 41, 'pressure': 997, 'humidity': 86}",10000.0,"{'speed': 19.46, 'deg': 250}",{'all': 75},1578282008,"{'type': 1, 'id': 1615, 'country': 'NO', 'sunrise': 1578303972, 'sunset': 1578313277}",3600,3141548,Rognan,200,,
353,"{'lon': 22.13, 'lat': -30.97}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 58.98, 'feels_like': 55.9, 'temp_min': 58.98, 'temp_max': 58.98, 'pressure': 1011, 'humidity': 82, 'sea_level': 1011, 'grnd_level': 866}",,"{'speed': 7.38, 'deg': 122}",{'all': 69},1578282008,"{'country': 'ZA', 'sunrise': 1578281682, 'sunset': 1578332335}",7200,1014034,Carnarvon,200,,
354,"{'lon': 107.08, 'lat': 10.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 83.41, 'feels_like': 84.72, 'temp_min': 83.41, 'temp_max': 83.41, 'pressure': 1015, 'humidity': 55, 'sea_level': 1015, 'grnd_level': 1013}",,"{'speed': 7.47, 'deg': 341}",{'all': 0},1578282008,"{'country': 'VN', 'sunrise': 1578265841, 'sunset': 1578307389}",25200,1562414,Vung Tau,200,,
355,"{'lon': -73.98, 'lat': 45.63}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 13.6, 'feels_like': 5.72, 'temp_min': 10, 'temp_max': 18, 'pressure': 1014, 'humidity': 72}",24140.0,"{'speed': 3.36, 'deg': 290}",{'all': 20},1578282008,"{'type': 1, 'id': 943, 'country': 'CA', 'sunrise': 1578227776, 'sunset': 1578259536}",-18000,6138501,Saint-Augustin,200,,
356,"{'lon': -123.09, 'lat': 55.34}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 26.6, 'feels_like': 19.35, 'temp_min': 26.6, 'temp_max': 26.6, 'pressure': 1008, 'humidity': 63}",14484.0,"{'speed': 3.36, 'gust': 18.34}",{'all': 75},1578282008,"{'type': 1, 'id': 1016, 'country': 'CA', 'sunrise': 1578242277, 'sunset': 1578268615}",-28800,6063191,Mackenzie,200,,
357,"{'lon': -90.15, 'lat': 40.39}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 35.29, 'feels_like': 26.42, 'temp_min': 32, 'temp_max': 37.4, 'pressure': 1021, 'humidity': 69}",16093.0,"{'speed': 8.05, 'deg': 280}",{'all': 1},1578282009,"{'type': 1, 'id': 4508, 'country': 'US', 'sunrise': 1578230625, 'sunset': 1578264451}",-21600,4899665,Lewistown,200,,
358,"{'lon': -86.92, 'lat': 14.68}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 58.95, 'feels_like': 59.02, 'temp_min': 58.95, 'temp_max': 58.95, 'pressure': 1021, 'humidity': 98, 'sea_level': 1021, 'grnd_level': 918}",,"{'speed': 4.65, 'deg': 310}",{'all': 72},1578282009,"{'country': 'HN', 'sunrise': 1578226444, 'sunset': 1578267081}",-21600,3609418,San Cristobal,200,,
359,"{'lon': 115.38, 'lat': -2.59}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 88.07, 'feels_like': 95.09, 'temp_min': 88.07, 'temp_max': 88.07, 'pressure': 1010, 'humidity': 59, 'sea_level': 1010, 'grnd_level': 997}",,"{'speed': 2.86, 'deg': 24}",{'all': 100},1578282009,"{'country': 'ID', 'sunrise': 1578262547, 'sunset': 1578306697}",28800,1650064,Barabai,200,,
360,"{'lon': -3.66, 'lat': 16.42}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 57.24, 'feels_like': 46.44, 'temp_min': 57.24, 'temp_max': 57.24, 'pressure': 1015, 'humidity': 24, 'sea_level': 1015, 'grnd_level': 983}",,"{'speed': 10.45, 'deg': 21}",{'all': 0},1578282009,"{'country': 'ML', 'sunrise': 1578293062, 'sunset': 1578333339}",0,2456917,Goundam,200,,
361,"{'lon': -83.23, 'lat': 15}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 80.96, 'feels_like': 81.27, 'temp_min': 80.96, 'temp_max': 80.96, 'pressure': 1018, 'humidity': 80, 'sea_level': 1018, 'grnd_level': 1017}",,"{'speed': 17.02, 'deg': 38}",{'all': 68},1578282009,"{'country': 'HN', 'sunrise': 1578225592, 'sunset': 1578266161}",-21600,3608828,Iralaya,200,{'3h': 2.13},
362,"{'lon': -64.29, 'lat': -36.62}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 69.13, 'feels_like': 57.97, 'temp_min': 69.13, 'temp_max': 69.13, 'pressure': 1006, 'humidity': 20, 'sea_level': 1006, 'grnd_level': 982}",,"{'speed': 12.15, 'deg': 238}",{'all': 100},1578282009,"{'country': 'AR', 'sunrise': 1578301561, 'sunset': 1578353951}",-10800,3835994,Santa Rosa,200,,
363,"{'lon': 112.4, 'lat': 66.42}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': -0.4, 'feels_like': -10.64, 'temp_min': -0.4, 'temp_max': -0.4, 'pressure': 1001, 'humidity': 84}",10000.0,"{'speed': 6.71, 'deg': 160}",{'all': 90},1578282010,"{'type': 1, 'id': 8846, 'country': 'RU', 'sunrise': 1578279599, 'sunset': 1578291076}",32400,2014624,Udachnyy,200,,
364,"{'lon': 4.17, 'lat': 52.03}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 44.17, 'feels_like': 36.61, 'temp_min': 43, 'temp_max': 46, 'pressure': 1028, 'humidity': 93}",9000.0,"{'speed': 10.29, 'deg': 220}",{'all': 75},1578282010,"{'type': 1, 'id': 1541, 'country': 'NL', 'sunrise': 1578297029, 'sunset': 1578325612}",3600,2750630,Monster,200,,
365,"{'lon': 43.25, 'lat': 3.81}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 75.4, 'feels_like': 74.35, 'temp_min': 75.4, 'temp_max': 75.4, 'pressure': 1011, 'humidity': 74, 'sea_level': 1011, 'grnd_level': 959}",,"{'speed': 12.44, 'deg': 108}",{'all': 0},1578282010,"{'country': 'SO', 'sunrise': 1578280503, 'sunset': 1578323374}",10800,50814,Wajid,200,,
366,"{'lon': 46.05, 'lat': -18.77}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 68.99, 'feels_like': 74.19, 'temp_min': 68.99, 'temp_max': 68.99, 'pressure': 1012, 'humidity': 90, 'sea_level': 1012, 'grnd_level': 920}",,"{'speed': 0.87, 'deg': 50}",{'all': 12},1578282010,"{'country': 'MG', 'sunrise': 1578277487, 'sunset': 1578325046}",10800,1054463,Tsiroanomandidy,200,,
367,"{'lon': -75.29, 'lat': 45.55}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 11.79, 'feels_like': 4.64, 'temp_min': 8.6, 'temp_max': 14, 'pressure': 1013, 'humidity': 85}",24140.0,"{'speed': 2.24, 'deg': 80}",{'all': 40},1578281880,"{'type': 1, 'id': 872, 'country': 'CA', 'sunrise': 1578228073, 'sunset': 1578259868}",-18000,5923101,Rockland,200,,
368,"{'lon': 126.97, 'lat': 47.46}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 13.64, 'feels_like': 5.77, 'temp_min': 13.64, 'temp_max': 13.64, 'pressure': 1030, 'humidity': 86, 'sea_level': 1030, 'grnd_level': 1001}",,"{'speed': 3.74, 'deg': 90}",{'all': 100},1578282011,"{'country': 'CN', 'sunrise': 1578266358, 'sunset': 1578297322}",28800,2037069,Hailun,200,,
369,"{'lon': -71.32, 'lat': 48.56}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 13.28, 'feels_like': 2.73, 'temp_min': 12.2, 'temp_max': 15.01, 'pressure': 1012, 'humidity': 72}",32186.0,"{'speed': 8.05, 'deg': 290}",{'all': 90},1578282011,"{'type': 1, 'id': 745, 'country': 'CA', 'sunrise': 1578227819, 'sunset': 1578258216}",-18000,6137381,Saint-Ambroise,200,,
370,"{'lon': 45.17, 'lat': -21.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 73.27, 'feels_like': 75.92, 'temp_min': 73.27, 'temp_max': 73.27, 'pressure': 1011, 'humidity': 79, 'sea_level': 1011, 'grnd_level': 965}",,"{'speed': 5.75, 'deg': 92}",{'all': 0},1578282011,"{'country': 'MG', 'sunrise': 1578277359, 'sunset': 1578325596}",10800,1066831,Beroroha,200,,
371,"{'lon': -73.83, 'lat': -41.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 50, 'feels_like': 46.49, 'temp_min': 50, 'temp_max': 50, 'pressure': 1017, 'humidity': 87}",10000.0,"{'speed': 4.7, 'deg': 270}",{'all': 0},1578282012,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1578302893, 'sunset': 1578357200}",-10800,3899695,Ancud,200,,
372,"{'lon': 34.14, 'lat': 3.51}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 66.74, 'feels_like': 66.56, 'temp_min': 66.74, 'temp_max': 66.74, 'pressure': 1011, 'humidity': 66, 'sea_level': 1011, 'grnd_level': 856}",,"{'speed': 3.06, 'deg': 36}",{'all': 0},1578282012,"{'country': 'UG', 'sunrise': 1578282660, 'sunset': 1578325591}",10800,233093,Kaabong,200,,
373,"{'lon': -66.78, 'lat': -18.9}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 50.67, 'feels_like': 40.64, 'temp_min': 50.67, 'temp_max': 50.67, 'pressure': 1015, 'humidity': 58, 'sea_level': 1015, 'grnd_level': 653}",,"{'speed': 12.71, 'deg': 211}",{'all': 0},1578282012,"{'country': 'BO', 'sunrise': 1578218125, 'sunset': 1578265730}",-14400,3921355,Challapata,200,,
374,"{'lon': 125.46, 'lat': 5.4}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 82.26, 'feels_like': 77.95, 'temp_min': 82.26, 'temp_max': 82.26, 'pressure': 1010, 'humidity': 73, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 23.71, 'deg': 48}",{'all': 0},1578282012,"{'country': 'PH', 'sunrise': 1578260927, 'sunset': 1578303478}",28800,1687186,Sarangani,200,,
375,"{'lon': 22.64, 'lat': 32.77}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 55.81, 'feels_like': 35.11, 'temp_min': 55.81, 'temp_max': 55.81, 'pressure': 1008, 'humidity': 59, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 33.4, 'deg': 292}",{'all': 100},1578282012,"{'country': 'LY', 'sunrise': 1578288745, 'sunset': 1578325028}",7200,87205,Darnah,200,{'3h': 1.31},
376,"{'lon': -119.29, 'lat': 50.7}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 36.43, 'feels_like': 30.36, 'temp_min': 35.01, 'temp_max': 39, 'pressure': 1017, 'humidity': 96}",,"{'speed': 5.37, 'deg': 191}",{'all': 99},1578282012,"{'type': 3, 'id': 2009935, 'country': 'CA', 'sunrise': 1578239891, 'sunset': 1578269177}",-28800,6139416,Salmon Arm,200,,{'3h': 0.19}
377,"{'lon': 37.39, 'lat': 11.59}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 59.23, 'feels_like': 58.37, 'temp_min': 59.23, 'temp_max': 59.23, 'pressure': 1016, 'humidity': 77, 'sea_level': 1016, 'grnd_level': 812}",,"{'speed': 2.68, 'deg': 154}",{'all': 10},1578282013,"{'country': 'ET', 'sunrise': 1578282698, 'sunset': 1578323993}",10800,342884,Bahir Dar,200,,
378,"{'lon': -80.57, 'lat': 22.28}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 62.6, 'feels_like': 62.22, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1022, 'humidity': 88}",,"{'speed': 5.82, 'deg': 60}",{'all': 78},1578282013,"{'type': 1, 'id': 7235, 'country': 'CU', 'sunrise': 1578225764, 'sunset': 1578264712}",-18000,3569741,Abreus,200,,
379,"{'lon': -95.37, 'lat': 29.76}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 57.11, 'feels_like': 50.95, 'temp_min': 53.01, 'temp_max': 61, 'pressure': 1024, 'humidity': 59}",12874.0,"{'speed': 8.05, 'deg': 200, 'gust': 16.11}",{'all': 1},1578281760,"{'type': 1, 'id': 4850, 'country': 'US', 'sunrise': 1578230247, 'sunset': 1578267335}",-21600,4699066,Houston,200,,
380,"{'lon': -58.24, 'lat': -32.48}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 76.59, 'feels_like': 81.77, 'temp_min': 75.99, 'temp_max': 77, 'pressure': 1004, 'humidity': 73}",,"{'speed': 1.99, 'deg': 270, 'gust': 4}",{'all': 68},1578282013,"{'type': 3, 'id': 2019376, 'country': 'AR', 'sunrise': 1578300761, 'sunset': 1578351846}",-10800,3435264,Concepcion del Uruguay,200,,
381,"{'lon': -72.41, 'lat': 8.35}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 78.8, 'feels_like': 81.9, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1017, 'humidity': 65}",10000.0,"{'speed': 4.7, 'deg': 120}",{'all': 40},1578282013,"{'type': 1, 'id': 8587, 'country': 'VE', 'sunrise': 1578222303, 'sunset': 1578264255}",-18000,3671325,Puerto Santander,200,,
382,"{'lon': 139.53, 'lat': 35.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 51.94, 'feels_like': 42.48, 'temp_min': 51.01, 'temp_max': 53.01, 'pressure': 1024, 'humidity': 29}",10000.0,"{'speed': 8.05, 'deg': 350}",{'all': 0},1578282013,"{'type': 1, 'id': 8063, 'country': 'JP', 'sunrise': 1578261131, 'sunset': 1578296518}",32400,1850144,Nishihara,200,,
383,"{'lon': 39, 'lat': -13.13}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 71.33, 'feels_like': 77.81, 'temp_min': 71.33, 'temp_max': 71.33, 'pressure': 1010, 'humidity': 97, 'sea_level': 1010, 'grnd_level': 954}",,"{'speed': 2.44, 'deg': 43}",{'all': 100},1578282013,"{'country': 'MZ', 'sunrise': 1578279801, 'sunset': 1578326117}",7200,1037125,Montepuez,200,,
384,"{'lon': 94.73, 'lat': 16.78}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 80.1, 'feels_like': 82.42, 'temp_min': 80.1, 'temp_max': 80.1, 'pressure': 1016, 'humidity': 73, 'sea_level': 1016, 'grnd_level': 1012}",,"{'speed': 10.02, 'deg': 339}",{'all': 17},1578282014,"{'country': 'MM', 'sunrise': 1578269482, 'sunset': 1578309677}",23400,1328421,Pathein,200,,
385,"{'lon': 81.12, 'lat': 6.12}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 78.8, 'feels_like': 85.78, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1013, 'humidity': 94}",10000.0,"{'speed': 8.05, 'deg': 40}",{'all': 20},1578282014,"{'type': 1, 'id': 9124, 'country': 'LK', 'sunrise': 1578271643, 'sunset': 1578314051}",19800,1244926,Hambantota,200,,
386,"{'lon': 20.79, 'lat': -6.42}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 69.46, 'feels_like': 75.51, 'temp_min': 69.46, 'temp_max': 69.46, 'pressure': 1012, 'humidity': 97, 'sea_level': 1012, 'grnd_level': 946}",,"{'speed': 1.57, 'deg': 288}",{'all': 100},1578282014,"{'country': 'CD', 'sunrise': 1578284870, 'sunset': 1578329791}",7200,204953,Tshikapa,200,{'3h': 4.13},
387,"{'lon': 44.24, 'lat': 60.41}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 9.99, 'feels_like': 1.51, 'temp_min': 9.99, 'temp_max': 9.99, 'pressure': 1020, 'humidity': 94, 'sea_level': 1020, 'grnd_level': 1001}",,"{'speed': 4.63, 'deg': 264}",{'all': 9},1578282014,"{'country': 'RU', 'sunrise': 1578290769, 'sunset': 1578312633}",10800,516539,Nyuksenitsa,200,,
388,"{'lon': -36.02, 'lat': -6.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 74.23, 'feels_like': 78.13, 'temp_min': 74.23, 'temp_max': 74.23, 'pressure': 1012, 'humidity': 84, 'sea_level': 1012, 'grnd_level': 985}",,"{'speed': 5.79, 'deg': 121}",{'all': 96},1578282014,"{'country': 'BR', 'sunrise': 1578298529, 'sunset': 1578343409}",-10800,3389673,Santa Cruz,200,,
389,"{'lon': 3.47, 'lat': 43.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 41.45, 'feels_like': 32.77, 'temp_min': 37, 'temp_max': 44.6, 'pressure': 1030, 'humidity': 70}",10000.0,"{'speed': 9.17, 'deg': 30}",{'all': 90},1578282015,"{'type': 1, 'id': 6518, 'country': 'FR', 'sunrise': 1578295233, 'sunset': 1578327744}",3600,2969157,Estelle,200,,
390,"{'lon': -7.74, 'lat': 40.7}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 34.66, 'feels_like': 30.69, 'temp_min': 30.99, 'temp_max': 37, 'pressure': 1029, 'humidity': 94}",,"{'speed': 1.01, 'deg': 71, 'gust': 4}",{'all': 0},1578282015,"{'type': 3, 'id': 2005661, 'country': 'PT', 'sunrise': 1578297300, 'sunset': 1578331060}",0,2732265,Ladario,200,,
391,"{'lon': 113.15, 'lat': 40.43}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 22.59, 'feels_like': 16.16, 'temp_min': 22.59, 'temp_max': 22.59, 'pressure': 1030, 'humidity': 85, 'sea_level': 1030, 'grnd_level': 868}",,"{'speed': 2.35, 'deg': 335}",{'all': 42},1578282015,"{'country': 'CN', 'sunrise': 1578268239, 'sunset': 1578302076}",28800,2037391,Fengzhen,200,,
392,"{'lon': -69.87, 'lat': -6.66}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 76.1, 'feels_like': 82.2, 'temp_min': 76.1, 'temp_max': 76.1, 'pressure': 1008, 'humidity': 82, 'sea_level': 1008, 'grnd_level': 988}",,"{'speed': 2.89, 'deg': 4}",{'all': 63},1578282015,"{'country': 'BR', 'sunrise': 1578220181, 'sunset': 1578265157}",-18000,3664321,Eirunepe,200,,
393,"{'lon': 45.46, 'lat': -19.53}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 78.28, 'feels_like': 86.2, 'temp_min': 78.28, 'temp_max': 78.28, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 980}",,"{'speed': 0.96, 'deg': 88}",{'all': 0},1578282015,"{'country': 'MG', 'sunrise': 1578277541, 'sunset': 1578325275}",10800,1059051,Miandrivazo,200,{'3h': 0.88},
394,"{'lon': 54.88, 'lat': 26.56}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 59, 'feels_like': 55.67, 'temp_min': 59, 'temp_max': 59, 'pressure': 1015, 'humidity': 77}",10000.0,"{'speed': 6.93, 'deg': 350}",{'all': 40},1578282015,"{'type': 1, 'id': 7448, 'country': 'IR', 'sunrise': 1578280179, 'sunset': 1578318114}",12600,141665,Bandar-e Lengeh,200,,
395,"{'lon': -1.75, 'lat': 4.89}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 76.82, 'feels_like': 77.72, 'temp_min': 76.82, 'temp_max': 76.82, 'pressure': 1010, 'humidity': 58, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 4.83, 'deg': 314}",{'all': 100},1578282016,"{'country': 'GH', 'sunrise': 1578291414, 'sunset': 1578334070}",0,2294915,Takoradi,200,,
396,"{'lon': 172.64, 'lat': -43.53}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 64.58, 'feels_like': 60.3, 'temp_min': 57.99, 'temp_max': 70, 'pressure': 995, 'humidity': 39}",10000.0,"{'speed': 3.36, 'deg': 240}",{'all': 100},1578281848,"{'type': 1, 'id': 7348, 'country': 'NZ', 'sunrise': 1578243356, 'sunset': 1578298396}",46800,2192362,Christchurch,200,,
397,"{'lon': -35.46, 'lat': -5.2}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 78.8, 'feels_like': 84.85, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1012, 'humidity': 83}",10000.0,"{'speed': 5.82, 'deg': 160}",{'all': 20},1578282016,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1578298498, 'sunset': 1578343171}",-10800,3386213,Touros,200,,
398,"{'lon': -137.51, 'lat': 60.75}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': -3.01, 'feels_like': -12.19, 'temp_min': -3.01, 'temp_max': -3.01, 'pressure': 1012, 'humidity': 98, 'sea_level': 1012, 'grnd_level': 864}",,"{'speed': 4.85, 'deg': 168}",{'all': 100},1578282016,"{'country': 'CA', 'sunrise': 1578248207, 'sunset': 1578269609}",-28800,5969025,Haines Junction,200,,
